confinement,variance,slope,zc,mean_excursion,mean_strength,signal_rate,confinement_signal,n_windows,project,type,swap_with
0.4722222222222222,0.14055697838015105,0.011928606608241986,9.0,4.222222222222222,0.7555388823754458,0.27155172413793105,,75,NGINX,Swap,FASTAPI
0.68,0.0659013628276043,-0.003340549336505016,12.0,5.0,0.9008536244042002,0.5387931034482759,,129,NGINX,Swap,KUBERNETES
0.6592920353982301,0.09432948071323899,-0.00043348881558212315,41.0,3.85,0.808856272231412,0.8577586206896551,,236,NGINX,Swap,DJANGO
0.7931034482758621,0.05170462985111104,-0.0007254308763965942,35.0,2.823529411764706,0.8490447800641842,0.9008620689655172,0.784688995215311,246,NGINX,Swap,LIBREOFFICE
0.6527777777777778,0.0846947241451024,-0.0008183557686614371,26.0,3.0,0.85458417496675,0.9675925925925926,0.6507177033492823,290,HTTPD_APACHE,Observed,
0.6157407407407407,0.10069843722147455,0.0009846345738459116,27.0,3.772727272727273,0.8538558453841985,0.9537037037037037,0.6019417475728155,290,HTTPD_APACHE,Swap,SQLITE
0.7044334975369458,0.11039780837837514,-0.0001004048395847553,42.0,5.454545454545454,0.8339933846318908,0.8888888888888888,,265,HTTPD_APACHE,Swap,WORDPRESS
0.755868544600939,0.07872419807540204,0.00028673993896994514,41.0,3.25,0.8907543177063834,0.9629629629629629,,286,HTTPD_APACHE,Swap,FFMPEG
0.7321428571428571,0.05894601618254664,0.00022882425628873682,27.0,2.25,0.8308280079289316,0.7222222222222222,,227,HTTPD_APACHE,Swap,GCC
0.6621621621621622,0.10215731558271933,0.0034521502565469336,18.0,2.6315789473684212,0.8733323489216408,0.6805555555555556,,189,HTTPD_APACHE,Swap,PANDAS
0.6844919786096256,0.08619749130177175,0.0010286225062086055,32.0,2.6818181818181817,0.800698520568484,0.8101851851851852,,241,HTTPD_APACHE,Swap,GIT_SCM
0.6923076923076923,0.08240214273819037,0.00010178393096480264,15.0,3.142857142857143,0.8670970275501679,0.6435185185185185,,184,HTTPD_APACHE,Swap,SCIKIT_LEARN
0.6216216216216216,0.09038694960922204,0.0037155525807341322,21.0,3.888888888888889,0.8821345716706191,0.8379629629629629,,238,HTTPD_APACHE,Swap,DJANGO
0.6898148148148148,0.08197991127604175,0.0006031774587907165,41.0,3.0454545454545454,0.8271221538859684,0.9490740740740741,0.6731707317073171,290,HTTPD_APACHE,Swap,CURL
0.6067415730337079,0.11014561349493618,0.005168399557624436,10.0,2.9166666666666665,0.8357644472712079,0.39814814814814814,,114,HTTPD_APACHE,Swap,TENSORFLOW
0.7268518518518519,0.062468242715464445,0.0002511586581663552,37.0,2.8095238095238093,0.8662439520239049,0.9722222222222222,0.7238095238095238,290,HTTPD_APACHE,Swap,SCIPY
0.6577540106951871,0.0859749970275971,-4.175386257607658e-05,25.0,3.764705882352941,0.8666877780096482,0.8240740740740741,,241,HTTPD_APACHE,Swap,LINUX
0.6746411483253588,0.10107249212760444,0.0014752790797283053,36.0,2.8333333333333335,0.8212512872579817,0.9490740740740741,,273,HTTPD_APACHE,Swap,NGINX
0.8379629629629629,0.04497822173505653,6.397126739360891e-05,34.0,1.75,0.8620391929390152,0.9537037037037037,0.8349514563106796,290,HTTPD_APACHE,Swap,POSTGRES
0.7258064516129032,0.07498472976629754,-0.0058022411371249655,9.0,2.8333333333333335,0.8035541872596932,0.25925925925925924,,80,HTTPD_APACHE,Swap,VUE
0.6610169491525424,0.08137901866350851,-0.005905271153548702,11.0,3.3333333333333335,0.8540905722199071,0.27314814814814814,,77,HTTPD_APACHE,Swap,FASTAPI
0.6746411483253588,0.10107249212760452,0.0014752790797283068,36.0,2.8333333333333335,0.8212512872579817,0.9490740740740741,,273,HTTPD_APACHE,Swap,NGINX
0.6948356807511737,0.08626485765158377,-0.0008543912605505805,41.0,2.8260869565217392,0.8142491873812377,0.9074074074074074,,287,HTTPD_APACHE,Swap,LLVM
0.625,0.11143198670335404,0.0014470975866192788,28.0,3.6818181818181817,0.8967215677701161,0.9953703703703703,0.6232558139534884,290,HTTPD_APACHE,Swap,WIRESHARK
0.7346938775510204,0.06909216606711913,-0.0010311572036357708,14.0,3.25,0.8846469063850195,0.4537037037037037,,131,HTTPD_APACHE,Swap,KUBERNETES
0.6948356807511737,0.08626485765158377,-0.0008543912605505816,41.0,2.8260869565217392,0.8142491873812377,0.9074074074074074,,287,HTTPD_APACHE,Swap,LLVM
0.7044334975369458,0.11039780837837522,-0.00010040483958475663,42.0,5.454545454545454,0.8339933846318908,0.8888888888888888,,265,HTTPD_APACHE,Swap,WORDPRESS
0.7314814814814815,0.07499784982402276,-0.001377731137585855,42.0,3.2222222222222223,0.8701697360007873,0.9722222222222222,0.7238095238095238,290,HTTPD_APACHE,Swap,CPYTHON
0.6157407407407407,0.10069843722147447,0.0009846345738459108,27.0,3.772727272727273,0.8538558453841985,0.9537037037037037,0.6019417475728155,290,HTTPD_APACHE,Swap,SQLITE
0.8379629629629629,0.04497822173505656,6.397126739360856e-05,34.0,1.75,0.8620391929390152,0.9537037037037037,0.8349514563106796,290,HTTPD_APACHE,Swap,POSTGRES
0.6067415730337079,0.11014561349493604,0.005168399557624446,10.0,2.9166666666666665,0.8357644472712079,0.39814814814814814,,114,HTTPD_APACHE,Swap,TENSORFLOW
0.6577540106951871,0.08597499702759692,-4.175386257608085e-05,25.0,3.764705882352941,0.8666877780096482,0.8240740740740741,,241,HTTPD_APACHE,Swap,LINUX
0.7407407407407407,0.06762155512650618,0.0008862955164093551,37.0,2.9473684210526314,0.8547360486786665,0.9814814814814815,0.7358490566037735,290,HTTPD_APACHE,Swap,EMACS
0.6621621621621622,0.10215731558271936,0.003452150256546934,18.0,2.6315789473684212,0.8733323489216408,0.6805555555555556,,189,HTTPD_APACHE,Swap,PANDAS
0.7314814814814815,0.07499784982402276,-0.0013777311375858553,42.0,3.2222222222222223,0.8701697360007873,0.9722222222222222,0.7238095238095238,290,HTTPD_APACHE,Swap,CPYTHON
0.7733990147783252,0.06744669569480717,-0.0006617895871202282,40.0,2.090909090909091,0.8657556161976641,0.9305555555555556,,265,HTTPD_APACHE,Swap,MEDIAWIKI
0.6944444444444444,0.0736400489708865,-0.0015347935436541436,25.0,2.869565217391304,0.8724226330221325,1.0,0.6944444444444444,290,HTTPD_APACHE,Swap,GIMP
0.7052631578947368,0.0875935698357919,0.0006366979686464511,12.0,2.3333333333333335,0.847483773026541,0.4351851851851852,,128,HTTPD_APACHE,Swap,ANGULAR
0.7407407407407407,0.06762155512650624,0.0008862955164093567,37.0,2.9473684210526314,0.8547360486786663,0.9814814814814815,0.7358490566037735,290,HTTPD_APACHE,Swap,EMACS
0.6853932584269663,0.08160816541807693,0.002046594858652478,9.0,2.5454545454545454,0.8594837931173054,0.4074074074074074,,114,HTTPD_APACHE,Swap,VSCODE
0.6216216216216216,0.09038694960922199,0.003715552580734131,21.0,3.888888888888889,0.8821345716706191,0.8379629629629629,,238,HTTPD_APACHE,Swap,DJANGO
0.7346938775510204,0.0690921660671193,-0.0010311572036357647,14.0,3.25,0.8846469063850197,0.4537037037037037,,131,HTTPD_APACHE,Swap,KUBERNETES
0.7027027027027027,0.07658628183322133,0.00031863501280684776,30.0,2.588235294117647,0.8717805271385131,0.6666666666666666,,189,HTTPD_APACHE,Swap,BITCOIN
0.6944444444444444,0.07364004897088652,-0.0015347935436541447,25.0,2.869565217391304,0.8724226330221325,1.0,0.6944444444444444,290,HTTPD_APACHE,Swap,GIMP
0.7526315789473684,0.05503408686001491,8.45113037241449e-05,26.0,2.764705882352941,0.8527204668415099,0.8518518518518519,,246,HTTPD_APACHE,Swap,RAILS
0.8379629629629629,0.044978221735056466,6.39712673936096e-05,34.0,1.75,0.8620391929390152,0.9537037037037037,0.8349514563106796,290,HTTPD_APACHE,Swap,POSTGRES
0.7258064516129032,0.07498472976629748,-0.005802241137124975,9.0,2.8333333333333335,0.8035541872596932,0.25925925925925924,,80,HTTPD_APACHE,Swap,VUE
0.6621621621621622,0.10215731558271936,0.003452150256546936,18.0,2.6315789473684212,0.8733323489216408,0.6805555555555556,,189,HTTPD_APACHE,Swap,PANDAS
0.7258064516129032,0.07498472976629762,-0.00580224113712496,9.0,2.8333333333333335,0.8035541872596932,0.25925925925925924,,80,HTTPD_APACHE,Swap,VUE
0.6067415730337079,0.11014561349493596,0.005168399557624438,10.0,2.9166666666666665,0.8357644472712079,0.39814814814814814,,114,HTTPD_APACHE,Swap,TENSORFLOW
0.6923076923076923,0.0824021427381907,0.00010178393096481163,15.0,3.142857142857143,0.8670970275501679,0.6435185185185185,,184,HTTPD_APACHE,Swap,SCIKIT_LEARN
0.7314814814814815,0.07499784982402276,-0.0013777311375858547,42.0,3.2222222222222223,0.8701697360007873,0.9722222222222222,0.7238095238095238,290,HTTPD_APACHE,Swap,CPYTHON
0.7733990147783252,0.06744669569480716,-0.0006617895871202282,40.0,2.090909090909091,0.8657556161976641,0.9305555555555556,,265,HTTPD_APACHE,Swap,MEDIAWIKI
0.6923076923076923,0.0824021427381907,0.00010178393096481248,15.0,3.142857142857143,0.8670970275501679,0.6435185185185185,,184,HTTPD_APACHE,Swap,SCIKIT_LEARN
0.6853932584269663,0.08160816541807693,0.002046594858652474,9.0,2.5454545454545454,0.8594837931173054,0.4074074074074074,,114,HTTPD_APACHE,Swap,VSCODE
0.7686567164179104,0.06174137931375904,-0.002147366254607774,16.0,2.2142857142857144,0.8588720333182058,0.9776119402985075,0.7633587786259542,169,REDIS,Observed,
0.7313432835820896,0.06934052320309947,0.0038362191907068484,31.0,3.272727272727273,0.8278717354728847,0.9776119402985075,0.7251908396946565,169,REDIS,Swap,GIMP
0.7313432835820896,0.06890566422890543,-0.0013748227258251135,34.0,3.272727272727273,0.891770904889812,1.0,0.7313432835820896,169,REDIS,Swap,RAILS
0.5671641791044776,0.11428162197784256,0.003871262754840977,23.0,3.2222222222222223,0.8216276178146668,0.9477611940298507,0.5433070866141733,169,REDIS,Swap,CPYTHON
0.5895522388059702,0.0991979148845263,0.003205730825717471,17.0,3.4375,0.8331555440558092,0.9701492537313433,0.5769230769230769,169,REDIS,Swap,BITCOIN
0.6492537313432836,0.08803324828112619,-0.002185164264967531,16.0,3.1333333333333333,0.8671572697719551,0.9477611940298507,0.6377952755905512,169,REDIS,Swap,DJANGO
0.6268656716417911,0.09826278486904322,0.0005325339549940534,20.0,2.9411764705882355,0.8321357395904686,0.9850746268656716,0.6287878787878788,169,REDIS,Swap,FLASK
0.8134328358208955,0.0595823194496269,6.611573290689982e-05,20.0,2.272727272727273,0.8462305697222798,0.917910447761194,0.8130081300813008,169,REDIS,Swap,RUST
0.6492537313432836,0.08803324828112608,-0.002185164264967527,16.0,3.1333333333333333,0.867157269771955,0.9477611940298507,0.6377952755905512,169,REDIS,Swap,DJANGO
0.6865671641791045,0.1038865210663012,-0.001331224555425585,20.0,3.5,0.8411701234909785,0.9776119402985075,0.6870229007633588,169,REDIS,Swap,SCIPY
0.6194029850746269,0.09832930347470815,-0.0014574257690757211,12.0,5.1,0.961172506345974,1.0,0.6194029850746269,169,REDIS,Swap,PHP
0.8283582089552238,0.04879509082485978,-0.0003431791552722604,33.0,1.7692307692307692,0.8013187850711351,0.9104477611940298,0.8278688524590164,169,REDIS,Swap,OCTAVE
0.8283582089552238,0.0487950908248599,-0.00034317915527225115,33.0,1.7692307692307692,0.8013187850711351,0.9104477611940298,0.8278688524590164,169,REDIS,Swap,OCTAVE
0.6268656716417911,0.09826278486904325,0.0005325339549940555,20.0,2.9411764705882355,0.8321357395904686,0.9850746268656716,0.6287878787878788,169,REDIS,Swap,FLASK
0.7686567164179104,0.06709018485248433,0.00017898679711089545,18.0,2.8181818181818183,0.868538527729213,0.9850746268656716,0.7651515151515151,169,REDIS,Swap,LIBREOFFICE
0.7686567164179104,0.0670901848524843,0.00017898679711089767,18.0,2.8181818181818183,0.868538527729213,0.9850746268656716,0.7651515151515151,169,REDIS,Swap,LIBREOFFICE
0.6865671641791045,0.10388652106630114,-0.0013312245554255831,20.0,3.5,0.8411701234909787,0.9776119402985075,0.6870229007633588,169,REDIS,Swap,SCIPY
0.8018867924528302,0.05872331895485973,-0.00046159260461315965,26.0,2.3333333333333335,0.8262837515485698,0.7686567164179104,,113,REDIS,Swap,TENSORFLOW
0.7142857142857143,0.08222808846643193,0.008441568207624945,8.0,2.75,0.9281639581542807,0.5746268656716418,,79,REDIS,Swap,VUE
0.6940298507462687,0.09310636053943663,0.0030346180606906745,18.0,3.1538461538461537,0.889437970179303,0.9701492537313433,0.6846153846153846,169,REDIS,Swap,WORDPRESS
0.5970149253731343,0.09323340778811072,0.000915684369537588,16.0,3.857142857142857,0.789769470302847,0.8507462686567164,0.5526315789473685,169,REDIS,Swap,POSTGRES
0.8283582089552238,0.04879509082485998,-0.0003431791552722565,33.0,1.7692307692307692,0.8013187850711351,0.9104477611940298,0.8278688524590164,169,REDIS,Swap,OCTAVE
0.6492537313432836,0.0808693468700667,-0.001958877968608317,19.0,4.2727272727272725,0.8158551448278255,0.917910447761194,0.6341463414634146,169,REDIS,Swap,NODE
0.8283582089552238,0.04879509082485991,-0.0003431791552722517,33.0,1.7692307692307692,0.8013187850711351,0.9104477611940298,0.8278688524590164,169,REDIS,Swap,OCTAVE
0.5522388059701493,0.10318853004612613,-0.00253205592561668,15.0,4.0,0.8874307377520165,0.9850746268656716,0.553030303030303,169,REDIS,Swap,LLVM
0.7089552238805971,0.07254411105721263,0.0007945646942508725,20.0,3.0,0.8756622362749563,0.9850746268656716,0.7045454545454546,169,REDIS,Swap,GIT_SCM
0.6891891891891891,0.10525284794121534,-0.00655256454894861,8.0,3.8333333333333335,0.8457326859662865,0.5522388059701493,,107,REDIS,Swap,GCC
0.5522388059701493,0.07852793626306814,0.0006335158681338649,17.0,4.0,0.856178915159112,0.9925373134328358,0.5488721804511278,169,REDIS,Swap,FFMPEG
0.7969924812030075,0.036494887807873536,-0.0012678540454254168,21.0,3.857142857142857,0.8202926612924574,0.9402985074626866,,158,REDIS,Swap,ANSIBLE
0.5970149253731343,0.06720663624229137,-0.001209453559859909,13.0,3.857142857142857,0.927392003560392,1.0,0.5970149253731343,169,REDIS,Swap,HTTPD_APACHE
0.5970149253731343,0.09323340778811057,0.0009156843695375938,16.0,3.857142857142857,0.789769470302847,0.8507462686567164,0.5526315789473685,169,REDIS,Swap,POSTGRES
0.7686567164179104,0.06272384981959882,-0.0003591781326806498,15.0,2.3846153846153846,0.9534644821208642,1.0,0.7686567164179104,169,REDIS,Swap,SCIKIT_LEARN
0.6194029850746269,0.0983293034747084,-0.0014574257690757235,12.0,5.1,0.961172506345974,1.0,0.6194029850746269,169,REDIS,Swap,PHP
0.7142857142857143,0.08222808846643158,0.008441568207624924,8.0,2.75,0.9281639581542807,0.5746268656716418,,79,REDIS,Swap,VUE
0.8018867924528302,0.05872331895485966,-0.0004615926046131544,26.0,2.3333333333333335,0.8262837515485698,0.7686567164179104,,113,REDIS,Swap,TENSORFLOW
0.6268656716417911,0.09826278486904326,0.0005325339549940563,20.0,2.9411764705882355,0.8321357395904686,0.9850746268656716,0.6287878787878788,169,REDIS,Swap,FLASK
0.7835820895522388,0.06788393194213205,-0.0008301025329962833,30.0,2.6363636363636362,0.8331026555476014,0.9552238805970149,0.7734375,169,REDIS,Swap,WEBKIT
0.6492537313432836,0.11728934909569254,-0.0019970422897752894,26.0,2.473684210526316,0.7808313026245598,0.9402985074626866,0.6428571428571429,169,REDIS,Swap,NGINX
0.6492537313432836,0.11728934909569257,-0.001997042289775288,26.0,2.473684210526316,0.7808313026245598,0.9402985074626866,0.6428571428571429,169,REDIS,Swap,NGINX
0.6492537313432836,0.11728934909569276,-0.0019970422897752907,26.0,2.473684210526316,0.7808313026245598,0.9402985074626866,0.6428571428571429,169,REDIS,Swap,NGINX
0.8134328358208955,0.05958231944962684,6.611573290689674e-05,20.0,2.272727272727273,0.8462305697222797,0.917910447761194,0.8130081300813008,169,REDIS,Swap,RUST
0.8134328358208955,0.04954220200488694,-6.3046143878164e-05,27.0,2.272727272727273,0.8334468218806284,0.9477611940298507,0.8031496062992126,169,REDIS,Swap,LINUX
0.6492537313432836,0.08086934687006668,-0.001958877968608319,19.0,4.2727272727272725,0.8158551448278255,0.917910447761194,0.6341463414634146,169,REDIS,Swap,NODE
0.5671641791044776,0.11428162197784253,0.0038712627548409756,23.0,3.2222222222222223,0.8216276178146668,0.9477611940298507,0.5433070866141733,169,REDIS,Swap,CPYTHON
0.7686567164179104,0.06272384981959905,-0.00035917813268064944,15.0,2.3846153846153846,0.9534644821208642,1.0,0.7686567164179104,169,REDIS,Swap,SCIKIT_LEARN
0.8283582089552238,0.046639446807150924,-0.00041130760012955935,23.0,2.5555555555555554,0.8024338004168045,0.9104477611940298,0.8114754098360656,169,REDIS,Swap,OPENCV
0.7686567164179104,0.06272384981959883,-0.00035917813268065225,15.0,2.3846153846153846,0.9534644821208642,1.0,0.7686567164179104,169,REDIS,Swap,SCIKIT_LEARN
0.5714285714285714,0.11013965704939932,0.001213131820865923,17.0,3.0,0.8867421047158243,0.8731343283582089,,130,REDIS,Swap,KUBERNETES
0.8134328358208955,0.04954220200488688,-6.30461438781589e-05,27.0,2.272727272727273,0.8334468218806281,0.9477611940298507,0.8031496062992126,169,REDIS,Swap,LINUX
0.6865671641791045,0.08481616229729783,-0.0024580595593142384,19.0,3.5,0.9162894978096336,1.0,0.6865671641791045,169,REDIS,Swap,MATPLOTLIB
0.7686567164179104,0.06709018485248432,0.00017898679711089756,18.0,2.8181818181818183,0.868538527729213,0.9850746268656716,0.7651515151515151,169,REDIS,Swap,LIBREOFFICE
0.5310734463276836,0.1361935540718662,-0.0026635811194359654,20.0,4.882352941176471,0.9106570586548679,1.0,0.5310734463276836,307,GCC,Observed,
0.7163120567375887,0.07541498428528112,-0.0016788419232819296,18.0,4.444444444444445,0.8823100043224597,0.7966101694915254,,151,GCC,Swap,GIT_SCM
0.6900584795321637,0.08741117771923797,-0.0016315443454120366,23.0,3.7857142857142856,0.821192169234082,0.9209039548022598,,256,GCC,Swap,POSTGRES
0.7529411764705882,0.05949078277283536,6.253464025502012e-05,38.0,2.8,0.7434035760108129,0.8361581920903954,,223,GCC,Swap,PHP
0.7215189873417721,0.08193730123580707,0.00023940374339112346,25.0,2.588235294117647,0.7513307766725638,0.7344632768361582,,175,GCC,Swap,MEDIAWIKI
0.5625,0.10503698425290352,0.0016866677072851504,22.0,5.923076923076923,0.8755670464876072,0.9943502824858758,,291,GCC,Swap,OCTAVE
0.7215189873417721,0.08193730123580702,0.00023940374339112113,25.0,2.588235294117647,0.7513307766725639,0.7344632768361582,,175,GCC,Swap,MEDIAWIKI
0.8841463414634146,0.038382509465088734,0.0004486273405923024,20.0,2.7142857142857144,0.8846465828267921,0.8926553672316384,,183,GCC,Swap,NGINX
0.711764705882353,0.08807100829010406,-0.0019325177290124402,30.0,4.083333333333333,0.941547551265897,0.96045197740113,,212,GCC,Swap,SUBVERSION
0.7823529411764706,0.05997054175151972,-0.0021979880524070415,28.0,2.3125,0.8356723245027534,0.9209039548022598,,210,GCC,Swap,SQLITE
0.6737588652482269,0.09668260836276023,0.0009115549347130991,17.0,3.8333333333333335,0.7931171610824246,0.7627118644067796,,151,GCC,Swap,LINUX
0.7163120567375887,0.07541498428528115,-0.00167884192328193,18.0,4.444444444444445,0.8823100043224597,0.7966101694915254,,151,GCC,Swap,GIT_SCM
0.6058823529411764,0.0978909873649559,0.0038331681173218064,19.0,4.785714285714286,0.742167509989402,0.807909604519774,,222,GCC,Swap,HTTPD_APACHE
0.7536231884057971,0.07718583817134943,-0.002166160480155719,12.0,2.8333333333333335,0.8176997307365641,0.7401129943502824,,148,GCC,Swap,DJANGO
0.7536231884057971,0.07718583817134936,-0.0021661604801557176,12.0,2.8333333333333335,0.8176997307365642,0.7401129943502824,,148,GCC,Swap,DJANGO
0.6045197740112994,0.10164833893889492,0.0006576137182907791,30.0,3.5,0.825738730716562,0.9322033898305084,0.5757575757575758,293,GCC,Swap,FREEBSD
0.36046511627906974,0.1428234450631677,-0.008736256656958808,7.0,7.857142857142857,0.8783248944211615,0.4689265536723164,,89,GCC,Swap,RUST
